28.42	6.05	-99	-88.85	-99	-99	-99	-99	-99	-99	-99	-72	-63.25	-99	-99	-99	-94.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-78.5	-98.075	-88.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-96.575	-96.075	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98.6	-99	-99	-97.5	-99	-99	-99	-99	-99
24.07	3.67	-99	-83.475	-99	-99	-99	-99	-99	-99	-99	-72.375	-64.125	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-80.775	-90.775	-88	-99	-99	-99	-99	-99	-99	-99	-99	-99	-96.6	-94.55	-97.2	-99	-99	-99	-99	-99	-99	-99	-97.125	-96.05	-97.725	-99	-99	-96.2	-99	-99	-99	-99	-99
20.45	1.58	-99	-86.6	-99	-99	-99	-99	-99	-99	-99	-67.55	-64.075	-99	-99	-99	-97.775	-99	-99	-99	-99	-99	-99	-99	-99	-99	-80.95	-88.225	-88	-99	-99	-97.125	-99	-99	-99	-99	-99	-99	-94.85	-95.05	-99	-99	-99	-99	-99	-99	-99	-99	-97.2	-96.9	-99	-99	-99	-99	-98.725	-99	-99	-99	-99
20.23	5.76	-99	-83.125	-99	-99	-99	-99	-99	-99	-99	-69.225	-67.6	-99	-99	-98.325	-99	-99	-98.375	-99	-99	-99	-99	-99	-99	-99	-79.075	-89.2	-87.575	-99	-99	-97.55	-99	-99	-99	-99	-99	-99	-96.4	-96.65	-99	-99	-99	-99	-99	-99	-99	-99	-99	-91.525	-97.05	-99	-99	-99	-99	-99	-99	-99	-99
21.41	10.06	-92.475	-71.725	-94.55	-99	-99	-99	-99	-99	-99	-61.675	-63.175	-99	-99	-91.225	-99	-99	-95.275	-99	-99	-99	-99	-99	-99	-99	-80.925	-99	-96.425	-97.9	-99	-92.9	-99	-93.15	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98.425	-99	-99	-99
21.75	14.35	-84.325	-78.025	-98.3	-99	-99	-99	-99	-99	-99	-65.225	-60.475	-99	-99	-80.6	-99	-99	-92.95	-99	-97.875	-99	-99	-99	-99	-99	-82.1	-99	-94.775	-94.75	-98.3	-91.925	-96.675	-97.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-97.325	-99	-99	-99
16.16	14.52	-94.975	-73.975	-99	-99	-99	-99	-99	-99	-99	-63.275	-66.425	-99	-99	-99	-99	-99	-94.25	-99	-99	-99	-99	-99	-99	-97.85	-83.675	-97.175	-99	-91.475	-95.775	-88	-92.725	-87.05	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98.675	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-96.95	-99	-99
19.1	12.32	-88	-71.4	-93.725	-99	-99	-99	-99	-99	-99	-63.475	-64	-99	-99	-93.35	-99	-99	-93.15	-99	-99	-99	-99	-99	-99	-99	-85.85	-99	-96.275	-96.875	-99	-88.5	-98.75	-91.7	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98.4	-99	-99
12.2	27.12	-55.075	-85.9	-99	-99	-99	-99	-99	-99	-99	-99	-85.475	-99	-99	-81.975	-92.65	-99	-98.9	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17.97	36.16	-68.375	-93.2	-99	-99	-99	-99	-99	-99	-99	-99	-83.525	-99	-99	-94.225	-96.675	-97.875	-97.625	-99	-97.325	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
21.92	33.9	-67.6	-99	-99	-99	-99	-99	-99	-99	-99	-99	-80.875	-99	-99	-95.325	-90.95	-95.1	-95.025	-99	-95.275	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17.63	32.71	-65.525	-95.3	-99	-99	-99	-99	-99	-99	-99	-99	-83.675	-99	-99	-91.175	-99	-93.25	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
